iron_alloy_name,"Elastic (Young's, Tensile) Modulus (psi)",Elongation at Break (%),Shear Modulus (psi),Tensile Strength: Ultimate (UTS) (psi),Tensile Strength: Yield (Proof) (psi),Compressive (Crushing) Strength (psi),Fracture Toughness (MPa·m^0.5),Shear Strength (psi),Impact Strength: V-Notched Charpy (lb),Fatigue Strength (psi),Reduction in Area (%),Latent Heat of Fusion (J/g),Melting Completion (Liquidus) (F),Melting Onset (Solidus) (F),Specific Heat Capacity (F),Thermal Conductivity (F),Thermal Expansion (K),Maximum Temperature: Mechanical (F),Maximum Temperature: Corrosion (F),Curie Temperature (F),Base Metal Price (relative),Embodied Carbon (material),Embodied Energy (BTU/lb),Embodied Water (gal/lb),Calomel Potential (mV),Stiffness to Weight: Axial (points),Stiffness to Weight: Bending (points),Strength to Weight: Axial (points),Strength to Weight: Bending (points),Thermal Diffusivity (/s),Thermal Shock Resistance (points),Brinell Hardness min,Brinell Hardness max,Poisson's Ratio min,Poisson's Ratio max,Rockwell C Hardness min,Rockwell C Hardness max,Rockwell B Hardness min,Rockwell B Hardness max,Density min,Density max,Resilience: Ultimate (Unit Rupture Work) min,Resilience: Ultimate (Unit Rupture Work) max,Resilience: Unit (Modulus of Resilience) min,Resilience: Unit (Modulus of Resilience) max,PREN (Pitting Resistance) min,PREN (Pitting Resistance) max,Iron (Fe)Fe min,Iron (Fe)Fe max,Carbon (C)C min,Carbon (C)C max,Silicon (Si)Si min,Silicon (Si)Si max,Manganese (Mn)Mn min,Manganese (Mn)Mn max,Phosphorus (P)P min,Phosphorus (P)P max,Sulfur (S)S min,Sulfur (S)S max,Chromium (Cr)Cr min,Chromium (Cr)Cr max,Molybdenum (Mo)Mo min,Molybdenum (Mo)Mo max,Nickel (Ni)Ni min,Nickel (Ni)Ni max,Copper (Cu)Cu min,Copper (Cu)Cu max,Vanadium (V)V min,Vanadium (V)V max,Aluminum (Al)Al min,Aluminum (Al)Al max,Magnesium (Mg)Mg min,Magnesium (Mg)Mg max,Selenium (Se)Se min,Selenium (Se)Se max,Tin (Sn)Sn min,Tin (Sn)Sn max,Arsenic (As)As min,Arsenic (As)As max,Residualsres. min,Residualsres. max,Titanium (Ti)Ti min,Titanium (Ti)Ti max,Zirconium (Zr)Zr min,Zirconium (Zr)Zr max,Niobium (Nb)Nb min,Niobium (Nb)Nb max,Nitrogen (N)N min,Nitrogen (N)N max,Cobalt (Co)Co min,Cobalt (Co)Co max,Tungsten (W)W min,Tungsten (W)W max,Calcium (Ca)Ca min,Calcium (Ca)Ca max,Boron (B)B min,Boron (B)B max,Oxygen (O)O min,Oxygen (O)O max,Tantalum (Ta)Ta min,Tantalum (Ta)Ta max,Cerium (Ce)Ce min,Cerium (Ce)Ce max,Lanthanum (La)La min,Lanthanum (La)La max,Zinc (Zn)Zn min,Zinc (Zn)Zn max,Lead (Pb)Pb min,Lead (Pb)Pb max
EN 1.7367 (GX10CrMoV9-1) Cast Steel,190,18,75,670,460,,,,31,310,,270,1460,1420,470,26,13,600,,,7.0,2.6,37,88,,14,25,24,22,6.9,19,200,200,0.28,0.28,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,110MJ/m3,110MJ/m3,560kJ/m3,560kJ/m3,13,13,87.3,90.3,0.080,0.12,0.2,0.5,0.3,0.6,0,0.030,0,0.010,8.0,9.5,0.85,1.1,0,0.4,,,0.18,0.25,0,0.020,,,,,,,,,,,0,0.010,0,0.010,0.060,0.1,0.030,0.070,,,,,,,,,,,,,,,,,,,,
ASTM A356 Grade 2 (J12523) Cast Steel,190,25,73,510,270,,,,,200,39,250,1470,1430,470,51,13,410,,,2.4,1.5,20,47,,13,24,18,18,14,15,150,150,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,110MJ/m3,110MJ/m3,190kJ/m3,190kJ/m3,,,97.7,99.55,0,0.25,0,0.6,0,0.7,0,0.035,0,0.030,,,0.45,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.6781 (G17NiCrMo13-6) Cast Steel,190,17,73,830,680,,,,,450,,260,1460,1420,470,44,13,450,,,5.0,1.9,25,60,,13,24,29,25,12,24,250,250,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,130MJ/m3,130MJ/m3,1220kJ/m3,1220kJ/m3,3.3,3.3,92.6,94.6,0.15,0.19,0,0.5,0.55,0.8,0,0.015,0,0.015,1.3,1.8,0.45,0.6,3.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.6750 (G20NiMoCr4) Cast Steel,190,18,73,650,460,,,,46,310,,250,1460,1420,470,39,13,420,,,3.3,1.7,22,52,,13,24,23,21,10,19,190,190,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,110MJ/m3,110MJ/m3,570kJ/m3,570kJ/m3,2.4,2.4,95.3,97.5,0.17,0.23,0,0.6,0.8,1.2,0,0.025,0,0.030,0.3,0.5,0.4,0.8,0.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.6570 (G32NiCrMo8-5-4) Cast Steel,190,11,73,910,760,,,,40,500,,250,1460,1420,470,40,13,440,,,3.9,1.7,23,56,,13,24,32,27,11,27,270,340,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,120,140MJ/m3,1520,3010kJ/m3,2.5,2.5,94,96.2,0.28,0.35,0,0.6,0.6,1.0,0,0.020,0,0.015,1.0,1.4,0.3,0.5,1.6,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM Grade LC3 (J31550) Cast Nickel Steel,190,27,73,570,310,,,,,230,40,250,1460,1420,470,52,13,410,,,4.0,1.7,23,52,,13,24,20,19,14,17,170,170,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,130MJ/m3,130MJ/m3,260kJ/m3,260kJ/m3,,,94.4,96.5,0,0.15,0,0.6,0.5,0.8,0,0.040,0,0.045,,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM Grade LC2-1 (J42215) Cast Alloy Steel,190,20,73,810,630,,,,,430,34,260,1460,1420,470,46,13,450,,,5.0,1.9,25,60,,13,24,29,25,12,24,240,240,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,150MJ/m3,150MJ/m3,1040kJ/m3,1040kJ/m3,3.1,3.1,92.5,95.3,0,0.22,0,0.5,0.55,0.75,0,0.040,0,0.045,1.4,1.9,0.3,0.6,2.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM A356 Grade 8 (J11697) Cast Steel,190,21,73,630,390,,,,,270,50,260,1470,1430,470,38,13,440,,,3.5,2.0,26,55,,13,24,22,21,10,18,190,190,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,110MJ/m3,110MJ/m3,390kJ/m3,390kJ/m3,4.7,4.7,95.4,97.4,0,0.2,0.2,0.6,0.5,0.9,0,0.035,0,0.030,1.0,1.5,0.9,1.2,,,,,0.050,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM A356 Grade 6 (J12073) Cast Steel,190,25,73,550,350,,,,,250,39,250,1460,1420,470,41,13,430,,,2.9,1.6,21,53,,13,24,20,19,11,16,170,170,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,120MJ/m3,120MJ/m3,320kJ/m3,320kJ/m3,3.1,3.1,96.2,98.1,0,0.2,0,0.6,0.5,0.8,0,0.035,0,0.030,1.0,1.5,0.45,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.6553 (G25NiCrMo3) Cast Steel,190,19,73,710,470,,,,30,330,,250,1460,1420,470,39,13,420,,,2.7,1.6,21,51,,13,24,25,23,10,21,210,240,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,130,150MJ/m3,600,1190kJ/m3,,,95.6,98.2,0.23,0.28,0,0.8,0.6,1.0,0,0.030,0,0.025,0.4,0.8,0.15,0.3,0.4,0.8,0,0.3,0,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.5410 (G10MnMoV6-3) Cast Steel,190,20,73,560,400,,,,67,290,,250,1460,1420,470,51,13,400,,,2.3,1.7,22,49,,13,24,20,19,14,16,170,190,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,120,130MJ/m3,430,610kJ/m3,,,96.9,98.6,0,0.12,0,0.6,1.2,1.8,0,0.025,0,0.020,,,0.2,0.4,,,,,0.050,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.7357 (G17CrMo5-5) Cast Steel,190,23,73,590,360,,,,30,260,,250,1460,1420,470,41,13,430,,,2.9,1.6,21,53,,13,24,21,20,11,17,180,180,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,120MJ/m3,120MJ/m3,340kJ/m3,340kJ/m3,3.1,3.1,96,97.9,0.15,0.2,0,0.6,0.5,1.0,0,0.025,0,0.030,1.0,1.5,0.45,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.7710 (G15CrMoV6-9) Cast Steel,190,6.8,73,930,800,,,,30,500,,260,1470,1430,470,41,13,440,,,3.5,2.2,30,57,,13,24,33,27,11,27,280,320,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,73,100MJ/m3,1680,2970kJ/m3,4.5,4.5,95.1,97,0.12,0.18,0,0.6,0.6,1.0,0,0.025,0,0.030,1.3,1.8,0.8,1.0,,,,,0.15,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.7725 (G30CrMoV6-4) Cast Steel,190,14,73,830,610,,,,34,390,,250,1460,1420,470,39,13,440,,,2.9,1.8,24,54,,13,24,29,25,11,24,250,300,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,110,130MJ/m3,980,1940kJ/m3,2.8,2.8,95.7,97.5,0.27,0.34,0,0.6,0.6,1.0,0,0.025,0,0.030,1.3,1.7,0.3,0.5,,,,,0.050,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.7379 (G17CrMo9-10) Cast Steel,190,21,74,670,460,,,,45,320,,260,1470,1420,470,39,13,460,,,3.8,1.8,23,59,,13,24,24,22,11,19,200,200,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,120MJ/m3,120MJ/m3,550kJ/m3,550kJ/m3,5.7,5.7,94.5,96.5,0.13,0.2,0,0.6,0.5,0.9,0,0.025,0,0.030,2.0,2.5,0.9,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.6771 (G30NiCrMo14) Cast Steel,190,8.0,73,930,740,,,,20,440,,250,1460,1420,470,46,13,440,,,5.0,1.9,25,58,,13,24,33,27,13,27,280,350,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,75,93MJ/m3,1460,3450kJ/m3,2.5,2.5,92.2,95,0.27,0.33,0,0.6,0.6,1.0,0,0.030,0,0.020,0.8,1.2,0.3,0.6,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.7706 (G17CrMoV5-10) Cast Steel,190,17,73,690,500,,,,30,330,,260,1470,1430,470,40,13,440,,,3.7,2.3,32,57,,13,24,24,22,11,20,210,210,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,110MJ/m3,110MJ/m3,670kJ/m3,670kJ/m3,4.7,4.7,94.7,97.1,0.15,0.2,0,0.6,0.5,0.9,0,0.020,0,0.015,1.2,1.5,0.9,1.1,0,0.4,0,0.3,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.5681 (GX9Ni5) Cast Steel,190,20,73,630,430,,,,110,300,,250,1460,1420,470,48,13,420,,,5.0,1.9,25,55,,13,24,22,21,13,19,190,190,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,110MJ/m3,110MJ/m3,490kJ/m3,490kJ/m3,,,92.9,94.9,0.060,0.12,0,0.6,0.5,0.8,0,0.020,0,0.020,,,,,4.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.6554 (G25NiCrMo6) Cast Steel,190,17,73,780,550,,,,30,380,,250,1460,1420,470,40,13,420,,,3.4,1.7,22,53,,13,24,27,24,11,23,230,280,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,140,150MJ/m3,810,1650kJ/m3,,,94.6,97.3,0.23,0.28,0,0.6,0.6,0.9,0,0.030,0,0.025,0.7,0.9,0.2,0.3,1.0,2.0,0,0.3,0,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM Grade LC4 (J41500) Cast Nickel Steel,190,27,73,570,310,,,,,230,40,250,1460,1420,470,49,13,410,,,4.6,1.8,24,54,,13,24,20,19,13,17,170,170,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,130MJ/m3,130MJ/m3,260kJ/m3,260kJ/m3,,,93.4,95.5,0,0.15,0,0.6,0.5,0.8,0,0.040,0,0.045,,,,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.4931 (GX23CrMoV12-1) Cast Steel,200,17,76,810,620,,,,30,410,,270,1460,1420,470,24,14,600,,,8.5,2.9,42,100,,14,25,29,25,6.5,22,240,240,0.28,0.28,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,130MJ/m3,130MJ/m3,970kJ/m3,970kJ/m3,16,16,83.2,86.8,0.2,0.26,0,0.4,0.5,0.8,0,0.030,0,0.020,11.3,12.2,1.0,1.2,0,1.0,,,0.25,0.35,,,,,,,,,,,,,,,,,,,,,,,0,0.5,,,,,,,,,,,,,,,,
EN 1.6579 (G35CrNiMo6-6) Cast Steel,190,11,73,850,600,,,,35,380,,250,1460,1410,470,39,13,440,,,3.7,1.7,22,56,,13,24,30,25,11,25,260,290,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,100,120MJ/m3,950,2210kJ/m3,2.4,2.4,94.2,96.1,0.32,0.38,0,0.6,0.6,1.0,0,0.025,0,0.030,1.4,1.7,0.15,0.35,1.4,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.1165 (G28Mn6) Cast Non-Alloy Steel,190,11,73,600,290,,,,31,200,,250,1460,1420,470,51,12,400,,,1.9,1.4,19,47,,13,24,21,20,14,19,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,81,100MJ/m3,230,1010kJ/m3,,,97.2,98.6,0.25,0.32,0,0.6,1.2,1.8,0,0.035,0,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.0619 (GP240GH) Cast Non-Alloy Steel,190,25,73,510,270,,,,30,200,,250,1460,1420,470,48,12,400,,,2.1,1.5,20,48,,13,24,18,18,13,16,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,110MJ/m3,110MJ/m3,200kJ/m3,200kJ/m3,,,96.6,99.32,0.18,0.23,0,0.6,0.5,1.4,0,0.030,0,0.020,0,0.3,0,0.12,0,0.4,0,0.3,0,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM A216 Cast Carbon Steel,190,25,72,500,230,,,,,170,39,250,1450,1410,470,49,12,400,,,1.8,1.4,18,45,,13,24,18,18,13,16,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,110,120MJ/m3,140,250kJ/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.0591 (GE320) Cast Non-Alloy Steel,190,19,73,620,360,,,,29,240,,250,1470,1430,470,53,12,400,,,1.7,1.4,18,45,,13,24,22,20,14,20,,,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,100MJ/m3,100MJ/m3,340kJ/m3,340kJ/m3,,,99.935,100,,,,,,,0,0.035,0,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM A27 Cast Carbon Steel,190,25,73,460,230,,,,,170,34,250,1460,1420,470,52,12,400,,,1.8,1.4,18,45,,13,24,16,17,14,15,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,96,120MJ/m3,140,260kJ/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.0455 (GS240) Cast Non-Alloy Steel,190,25,73,530,270,,,,35,200,,250,1460,1420,470,52,12,400,,,1.8,1.4,18,46,,13,24,19,18,14,17,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,110MJ/m3,110MJ/m3,190kJ/m3,190kJ/m3,,,97.9,100,0,0.23,0,0.6,0,1.2,0,0.030,0,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM A356 Grade 1 (J03502) Cast Carbon Steel,190,23,73,550,280,,,,,200,39,250,1460,1420,470,51,12,400,,,1.8,1.4,18,45,,13,24,20,19,14,18,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,110MJ/m3,110MJ/m3,210kJ/m3,210kJ/m3,,,98.3,100,0,0.35,0,0.6,0,0.7,0,0.035,0,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.0449 (GS200) Cast Non-Alloy Steel,190,28,73,460,220,,,,40,170,,250,1460,1420,470,52,12,400,,,1.8,1.4,18,46,,13,24,16,17,14,14,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,110MJ/m3,110MJ/m3,130kJ/m3,130kJ/m3,,,98,100,0,0.18,0,0.6,0,1.2,0,0.030,0,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.1131 (G17Mn5) Cast Non-Alloy Steel,190,27,73,530,270,,,,78,200,,250,1460,1420,470,52,12,400,,,1.9,1.4,19,47,,13,24,19,18,14,17,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,120MJ/m3,120MJ/m3,200kJ/m3,200kJ/m3,,,97.6,98.9,0.15,0.2,0,0.6,1.0,1.6,0,0.020,0,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.0597 (GE360) Cast Non-Alloy Steel,190,18,73,670,400,,,,23,270,,250,1470,1430,470,53,12,400,,,1.7,1.4,18,45,,13,24,24,22,14,21,,,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,100MJ/m3,100MJ/m3,430kJ/m3,430kJ/m3,,,99.935,100,,,,,,,0,0.035,0,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.0446 (GE240) Cast Non-Alloy Steel,190,25,73,530,270,,,,31,200,,250,1470,1430,470,53,12,400,,,1.7,1.4,18,45,,13,24,19,18,14,17,,,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,110MJ/m3,110MJ/m3,190kJ/m3,190kJ/m3,,,99.935,100,,,,,,,0,0.035,0,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM Grade LCB (J03003) Cast Carbon Steel,190,27,72,540,270,,,,,200,40,250,1450,1410,470,51,12,400,,,1.8,1.4,18,45,,13,24,19,19,14,17,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,120MJ/m3,120MJ/m3,200kJ/m3,200kJ/m3,,,97,100,0,0.3,0,0.6,0,1.0,0,0.040,0,0.045,,,,,,,,,,,,,,,,,,,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.0558 (GE300) Cast Non-Alloy Steel,190,18,73,640,340,,,,33,230,,250,1470,1430,470,53,12,400,,,1.7,1.4,18,45,,13,24,22,21,14,20,,,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,99MJ/m3,99MJ/m3,300kJ/m3,300kJ/m3,,,99.935,100,,,,,,,0,0.035,0,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.0454 (GE270) Cast Non-Alloy Steel,190,25,73,550,300,,,,33,220,,250,1470,1430,470,53,12,400,,,1.7,1.4,18,45,,13,24,19,19,14,17,,,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,110MJ/m3,110MJ/m3,240kJ/m3,240kJ/m3,,,99.935,100,,,,,,,0,0.035,0,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.0625 (GP280GH) Cast Non-Alloy Steel,190,25,73,560,320,,,,30,230,,250,1460,1420,470,47,12,400,,,2.2,1.5,20,48,,13,24,20,19,13,18,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,120MJ/m3,120MJ/m3,270kJ/m3,270kJ/m3,,,96.6,99.02,0.18,0.25,0,0.6,0.8,1.4,0,0.030,0,0.020,0,0.3,0,0.12,0,0.4,0,0.3,0,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.1118 (G24Mn6) Cast Non-Alloy Steel,190,14,73,700,460,,,,,320,,250,1460,1420,470,51,12,400,,,1.9,1.4,19,48,,13,24,25,22,14,22,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,97,130MJ/m3,550,1050kJ/m3,,,97.3,98.3,0.2,0.25,0,0.6,1.5,1.8,0,0.020,0,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.0420 (GE200) Cast Non-Alloy Steel,190,28,73,460,220,,,,31,170,,250,1470,1430,470,53,12,400,,,1.7,1.4,18,45,,13,24,16,17,14,14,,,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,110MJ/m3,110MJ/m3,130kJ/m3,130kJ/m3,,,99.935,100,,,,,,,0,0.035,0,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM Grade LCA (J02504) Cast Carbon Steel,190,27,72,500,230,,,,,170,40,250,1460,1410,470,49,12,400,,,1.9,1.4,19,46,,13,24,18,18,14,16,,,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,110MJ/m3,110MJ/m3,150kJ/m3,150kJ/m3,,,96.9,100,0,0.25,0,0.6,0,0.7,0,0.040,0,0.045,,,0,0.2,,,0,0.3,,,,,,,,,,,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASTM Grade HD (28Cr-5Ni,J93005) Cast Stainless Steel",200,9.1,80,590,270,,,,,140,,310,1410,1370,490,16,11,1100,460,,17,3.1,45,180,,15,26,21,20,4.3,19,,,0.27,0.27,,,,,7.7g/cm3480lb/ft3,7.7g/cm3480lb/ft3,44MJ/m3,44MJ/m3,180kJ/m3,180kJ/m3,29,29,58.4,70,0,0.5,0,2.0,0,1.5,0,0.040,0,0.040,26,30,0,0.5,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACI-ASTM CC50 (J92615) Cast Stainless Steel,200,,80,430,,,,,,,,300,1420,1370,490,17,11,1100,460,,14,2.7,39,170,,15,26,16,17,4.5,14,210,210,0.27,0.27,,,,,7.6g/cm3480lb/ft3,7.6g/cm3480lb/ft3,,,,,28,28,62.9,74,0,0.5,0,1.5,0,1.0,0,0.040,0,0.040,26,30,,,0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACI-ASTM CB30 (J91803) Cast Stainless Steel,200,,77,500,230,,,,,,,290,1430,1380,480,21,11,940,420,,10,2.3,33,130,,14,25,18,18,5.6,17,210,210,0.28,0.28,,,,,7.7g/cm3480lb/ft3,7.7g/cm3480lb/ft3,,,140kJ/m3,140kJ/m3,20,20,72.9,82,0,0.3,0,1.5,0,1.0,0,0.040,0,0.040,18,21,,,0,2.0,0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.4107 (GX8CrNi12-1) Cast Stainless Steel,190,18,76,620,400,,,,45,260,,270,1450,1410,480,27,10,740,390,,7.5,2.1,30,100,,14,25,22,21,7.2,22,,,0.28,0.28,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,110,120MJ/m3,420,840kJ/m3,13,13,83.8,87.2,0,0.1,0,0.4,0.5,0.8,0,0.030,0,0.020,11.5,12.5,0,0.5,0.8,1.5,0,0.3,0,0.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASTM Grade HC (28Cr,J92605) Cast Stainless Steel",200,6.0,80,430,200,,,,,96,,310,1410,1370,490,17,11,1100,460,,14,2.8,40,170,,15,26,16,16,4.5,14,,,0.27,0.27,,,,,7.6g/cm3480lb/ft3,7.6g/cm3480lb/ft3,21MJ/m3,21MJ/m3,95kJ/m3,95kJ/m3,29,29,61.9,74,0,0.5,0,2.0,0,1.0,0,0.040,0,0.040,26,30,0,0.5,0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.4740 (GX40CrSi17) Cast Stainless Steel,200,22,77,,,,,,,,,300,1420,1370,490,18,10,900,410,,9.5,2.3,32,120,,14,25,,,4.8,,260,260,0.28,0.28,,,,,7.6g/cm3480lb/ft3,7.6g/cm3480lb/ft3,,,,,18,18,75.4,82.7,0.3,0.5,1.0,2.5,0,1.0,0,0.040,0,0.030,16,19,0,0.5,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.4729 (GX40CrSi13) Cast Stainless Steel,190,15,75,,,,,,,,,300,1420,1380,490,24,10,850,390,,7.5,2.1,29,100,,14,25,,,6.5,,260,260,0.28,0.28,,,,,7.6g/cm3480lb/ft3,7.6g/cm3480lb/ft3,,,,,14,14,80.4,86.7,0.3,0.5,1.0,2.5,0,1.0,0,0.040,0,0.030,12,14,0,0.5,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
